"Date","Price","Open","High","Low","Vol.","Change %"
"12/06/2024","934.74","915.23","935.27","912.71","2.96M","1.84%"
"12/05/2024","917.87","917.85","927.00","911.11","2.84M","0.75%"
"12/04/2024","911.06","898.05","915.97","898.05","2.69M","0.99%"
"12/03/2024","902.17","894.36","902.69","888.03","2.40M","0.49%"
"12/02/2024","897.74","887.51","902.34","884.12","2.39M","1.23%"
"11/29/2024","886.81","882.17","892.41","876.68","2.03M","1.08%"
"11/27/2024","877.34","872.06","880.95","858.91","2.58M","0.54%"
"11/26/2024","872.60","867.49","886.36","867.25","3.14M","0.81%"
"11/25/2024","865.59","902.05","902.05","864.22","6.01M","-3.59%"
"11/22/2024","897.79","896.00","906.00","893.00","3.21M","0.03%"
"11/21/2024","897.48","883.93","908.00","877.24","4.51M","1.54%"
"11/20/2024","883.85","879.98","890.60","868.40","4.09M","1.44%"
"11/19/2024","871.32","839.75","874.49","839.16","3.81M","2.87%"
"11/18/2024","847.05","815.50","848.45","809.33","4.08M","2.80%"
"11/15/2024","823.96","832.04","832.04","816.49","3.67M","-1.59%"
"11/14/2024","837.26","833.67","841.00","830.02","3.04M","0.82%"
"11/13/2024","830.47","822.61","836.99","820.54","2.77M","1.34%"
"11/12/2024","819.50","807.50","820.37","803.75","2.81M","1.75%"
"11/11/2024","805.44","795.90","806.82","795.57","2.40M","1.31%"
"11/08/2024","795.04","797.36","799.06","788.65","1.91M","-0.19%"
"11/07/2024","796.54","781.37","798.22","779.94","3.30M","2.09%"
"11/06/2024","780.21","771.50","781.49","757.38","3.69M","2.13%"
"11/05/2024","763.91","757.35","767.53","756.27","2.20M","1.11%"
"11/04/2024","755.51","753.14","762.48","749.69","1.90M","-0.08%"
"11/01/2024","756.10","753.48","763.80","747.77","3.00M","0.01%"
"10/31/2024","756.03","753.93","760.79","752.23","3.06M","0.30%"
"10/30/2024","753.74","758.08","759.79","752.28","1.72M","-0.75%"
"10/29/2024","759.44","751.13","763.88","748.01","3.66M","1.38%"
"10/28/2024","749.12","758.68","758.68","747.88","2.86M","-0.74%"
"10/25/2024","754.68","756.17","768.50","753.53","2.82M","0.02%"
"10/24/2024","754.55","751.97","755.82","746.25","2.64M","0.70%"
"10/23/2024","749.29","762.83","763.79","744.26","3.75M","-1.96%"
"10/22/2024","764.24","765.27","769.70","761.12","2.99M","-1.01%"
"10/21/2024","772.07","765.76","773.00","756.60","6.06M","1.07%"
"10/18/2024","763.89","737.64","766.28","736.23","15.97M","11.09%"
"10/17/2024","687.65","704.35","704.41","677.88","8.93M","-2.04%"
"10/16/2024","702.00","703.43","705.59","697.82","2.49M","-0.56%"
"10/15/2024","705.98","712.51","713.40","699.78","2.93M","-0.98%"
"10/14/2024","713.00","725.00","726.62","711.31","2.80M","-1.35%"
"10/11/2024","722.79","734.90","736.00","721.22","2.30M","-1.03%"
"10/10/2024","730.29","723.29","733.85","722.50","2.77M","0.39%"
"10/09/2024","727.43","719.25","728.59","718.87","1.98M","0.79%"
"10/08/2024","721.76","703.88","725.06","703.55","3.19M","2.83%"
"10/07/2024","701.92","714.76","715.88","696.43","3.36M","-2.47%"
"10/04/2024","719.70","713.32","721.01","708.82","2.23M","1.83%"
"10/03/2024","706.80","704.26","708.81","700.00","2.26M","-0.60%"
"10/02/2024","711.09","706.13","716.21","704.69","1.76M","0.70%"
"10/01/2024","706.13","713.64","717.76","698.59","2.81M","-0.44%"
