"Date","Price","Open","High","Low","Vol.","Change %"
"10/30/2024","879.09","886.38","886.57","877.37","1.41M","-0.89%"
"10/29/2024","886.99","890.00","891.17","874.09","1.36M","-0.45%"
"10/28/2024","890.96","895.99","895.99","890.00","912.51K","-0.03%"
"10/25/2024","891.22","895.65","901.62","890.00","1.43M","-0.25%"
"10/24/2024","893.42","901.50","903.50","888.26","1.65M","-0.64%"
"10/23/2024","899.17","896.02","905.68","894.99","2.19M","0.64%"
"10/22/2024","893.49","890.98","894.89","884.31","1.19M","0.76%"
"10/21/2024","886.77","889.00","891.40","883.70","1.18M","-0.31%"
"10/18/2024","889.56","885.76","890.61","883.75","1.65M","0.48%"
"10/17/2024","885.29","891.55","895.33","882.80","1.32M","-0.24%"
"10/16/2024","887.38","889.92","891.33","879.50","1.48M","-0.81%"
"10/15/2024","894.61","892.09","900.65","889.55","1.61M","0.55%"
"10/14/2024","889.76","892.45","895.17","886.26","1.43M","0.08%"
"10/11/2024","889.03","894.50","894.50","885.50","1.53M","-0.51%"
"10/10/2024","893.63","910.00","910.00","891.84","1.77M","-1.70%"
"10/09/2024","909.10","892.24","910.00","887.87","1.96M","2.10%"
"10/08/2024","890.42","876.70","891.30","876.70","1.70M","1.93%"
"10/07/2024","873.59","881.60","887.71","872.33","1.96M","-1.08%"
"10/04/2024","883.11","877.99","884.29","875.67","1.52M","0.85%"
"10/03/2024","875.67","874.44","881.18","872.66","1.45M","-0.33%"
"10/02/2024","878.53","874.65","881.23","867.16","1.32M","0.13%"
"10/01/2024","877.38","885.25","886.99","872.75","1.84M","-1.03%"
"09/30/2024","886.52","891.37","910.00","881.41","2.15M","0.10%"
"09/27/2024","885.62","893.26","893.49","874.00","3.46M","-1.75%"
"09/26/2024","901.44","905.30","909.24","898.13","2.74M","-0.77%"
"09/25/2024","908.42","903.00","910.36","901.13","1.73M","0.76%"
"09/24/2024","901.54","912.01","912.77","897.53","2.43M","-1.69%"
"09/23/2024","917.08","906.98","919.50","900.78","1.70M","1.11%"
"09/20/2024","906.98","901.57","907.81","895.70","4.66M","0.69%"
"09/19/2024","900.74","904.26","905.13","895.50","1.75M","0.92%"
"09/18/2024","892.52","899.94","904.98","890.95","1.34M","-0.53%"
"09/17/2024","897.27","908.43","908.60","895.45","1.39M","-1.17%"
"09/16/2024","907.87","922.00","922.63","905.35","1.66M","-0.89%"
"09/13/2024","916.00","913.63","923.83","909.36","1.33M","0.11%"
"09/12/2024","915.03","900.42","915.70","896.51","1.87M","1.62%"
"09/11/2024","900.40","895.00","902.00","877.87","1.80M","0.68%"
"09/10/2024","894.29","892.60","900.69","887.52","1.36M","-0.25%"
"09/09/2024","896.49","884.74","898.83","881.70","1.95M","2.26%"
"09/06/2024","876.68","891.26","893.20","871.00","2.07M","-1.05%"
"09/05/2024","885.98","888.63","888.63","868.70","2.00M","-0.45%"
"09/04/2024","890.02","877.45","891.76","876.59","1.43M","1.30%"
"09/03/2024","878.57","896.68","896.89","874.44","1.78M","-1.55%"
"08/30/2024","892.38","890.50","896.33","883.10","1.93M","0.65%"
"08/29/2024","886.63","891.00","900.46","885.17","1.71M","-0.16%"
"08/28/2024","888.05","910.96","912.22","881.66","1.67M","-2.29%"
"08/27/2024","908.90","892.69","918.93","887.07","2.10M","1.84%"
"08/26/2024","892.51","883.17","893.25","881.44","1.74M","1.51%"
"08/23/2024","879.21","882.49","884.56","871.67","1.31M","0.19%"
"08/22/2024","877.56","882.30","884.00","873.18","1.44M","-0.44%"
"08/21/2024","881.42","880.74","891.12","877.22","1.47M","0.60%"
"08/20/2024","876.20","872.00","876.76","871.17","1.10M","0.44%"
"08/19/2024","872.35","870.59","873.63","868.70","1.32M","0.20%"
"08/16/2024","870.59","877.35","877.35","868.62","1.52M","-0.77%"
"08/15/2024","877.35","872.87","880.33","869.00","1.92M","1.70%"
"08/14/2024","862.71","864.87","866.73","858.50","1.34M","-0.24%"
"08/13/2024","864.82","864.92","868.05","856.16","1.48M","0.14%"
"08/12/2024","863.57","857.25","870.25","852.40","1.75M","1.01%"
"08/09/2024","854.93","838.50","857.77","837.63","1.71M","1.85%"
"08/08/2024","839.43","821.50","842.76","820.45","2.35M","3.59%"
"08/07/2024","810.30","824.11","833.83","809.26","1.70M","-0.81%"
"08/06/2024","816.88","805.06","833.09","805.06","2.48M","1.88%"
"08/05/2024","801.83","798.00","810.82","793.00","2.82M","-2.46%"
"08/02/2024","822.08","816.20","830.28","805.01","2.60M","0.64%"
"08/01/2024","816.89","818.55","824.17","809.68","1.86M","-0.62%"
"07/31/2024","822.00","820.42","825.48","811.27","2.14M","1.48%"
"07/30/2024","810.03","818.00","822.00","803.28","2.02M","-0.68%"
"07/29/2024","815.56","822.56","823.74","814.09","1.32M","-0.25%"
"07/26/2024","817.60","818.00","822.28","809.01","1.44M","0.20%"
"07/25/2024","815.95","835.79","836.65","814.28","2.18M","-1.79%"
"07/24/2024","830.82","844.60","846.00","829.50","2.51M","-2.50%"
"07/23/2024","852.11","848.90","854.58","845.58","1.74M","0.55%"
"07/22/2024","847.42","845.75","849.59","838.60","1.92M","1.11%"
"07/19/2024","838.13","836.51","848.88","835.56","1.98M","-0.15%"
"07/18/2024","839.37","849.43","855.30","825.11","2.34M","-0.82%"
"07/17/2024","846.28","848.01","849.95","842.65","1.78M","-0.53%"
"07/16/2024","850.77","847.80","851.23","841.34","1.69M","0.24%"
"07/15/2024","848.73","846.86","857.90","844.67","2.06M","0.69%"
"07/12/2024","842.90","849.89","850.00","838.38","3.29M","-0.44%"
"07/11/2024","846.59","890.76","890.76","846.52","6.02M","-4.27%"
"07/10/2024","884.31","887.40","890.27","880.70","1.76M","-0.29%"
"07/09/2024","886.85","883.85","896.67","882.97","1.36M","0.68%"
"07/08/2024","880.84","886.79","887.95","877.66","1.61M","-0.55%"
"07/05/2024","885.67","864.56","886.94","858.72","2.62M","2.67%"
"07/03/2024","862.66","855.00","863.52","855.00","814.42K","0.38%"
"07/02/2024","859.36","845.69","860.36","843.08","1.38M","1.62%"
"07/01/2024","845.67","853.50","856.00","840.50","1.99M","-0.51%"
"06/28/2024","849.99","851.25","857.24","846.81","2.13M","-0.07%"
"06/27/2024","850.62","857.71","858.33","848.64","1.25M","-0.73%"
"06/26/2024","856.84","852.72","859.74","850.06","1.51M","0.16%"
"06/25/2024","855.51","849.32","855.69","845.00","1.68M","0.87%"
"06/24/2024","848.16","850.00","850.63","841.51","1.72M","-0.02%"
"06/21/2024","848.31","866.64","866.97","847.65","3.85M","-1.64%"
"06/20/2024","862.44","871.31","873.85","860.56","1.94M","-0.95%"
"06/18/2024","870.75","868.00","873.96","867.70","1.76M","0.33%"
"06/17/2024","867.91","854.49","870.56","853.37","1.90M","1.43%"
"06/14/2024","855.67","843.42","856.18","841.91","1.40M","1.15%"
"06/13/2024","845.96","847.81","847.81","837.55","1.32M","-0.22%"
"06/12/2024","847.81","852.31","855.74","843.61","1.84M","-0.18%"
"06/11/2024","849.31","849.24","850.93","840.26","1.69M","0.11%"
"06/10/2024","848.34","847.18","849.48","842.74","1.40M","0.33%"
"06/07/2024","845.58","846.68","850.38","842.29","1.59M","0.35%"
"06/06/2024","842.64","835.42","849.09","834.32","1.73M","1.00%"
"06/05/2024","834.30","830.91","834.39","821.68","2.08M","0.84%"
"06/04/2024","827.39","814.98","828.01","813.04","1.75M","1.47%"
"06/03/2024","815.39","811.00","827.91","807.13","2.01M","0.68%"
"05/31/2024","809.89","809.03","811.74","788.20","4.36M","-0.67%"
"05/30/2024","815.34","810.20","819.50","808.30","2.29M","1.09%"
"05/29/2024","806.52","807.02","813.44","806.29","2.28M","-0.82%"
"05/28/2024","813.17","809.74","815.29","804.72","1.99M","0.42%"
"05/24/2024","809.73","800.63","816.87","799.09","1.62M","1.68%"
"05/23/2024","796.34","804.30","808.05","795.43","1.52M","-0.69%"
"05/22/2024","801.86","800.04","806.35","798.01","1.19M","0.12%"
"05/21/2024","800.93","795.57","801.44","792.00","1.38M","1.00%"
"05/20/2024","793.00","795.25","802.98","792.39","1.35M","-0.35%"
"05/17/2024","795.81","793.61","797.60","790.60","1.31M","0.35%"
"05/16/2024","793.07","791.81","804.56","787.83","2.00M","0.77%"
"05/15/2024","787.04","778.52","789.66","778.52","1.66M","1.17%"
"05/14/2024","777.90","774.93","780.81","771.43","1.33M","0.35%"
"05/13/2024","775.15","788.00","789.48","773.58","1.60M","-1.53%"
"05/10/2024","787.19","779.04","787.45","778.16","1.65M","1.05%"
"05/09/2024","779.04","763.80","779.71","763.61","1.72M","2.05%"
"05/08/2024","763.41","770.00","773.39","762.71","1.51M","-1.02%"
"05/07/2024","771.31","758.69","772.24","755.57","1.90M","1.96%"
"05/06/2024","756.45","749.59","756.94","746.48","1.77M","1.69%"
"05/03/2024","743.90","734.28","747.49","733.34","2.32M","1.56%"
"05/02/2024","732.44","724.75","734.40","720.63","1.83M","1.42%"
"05/01/2024","722.22","722.27","729.86","715.32","1.61M","-0.09%"
"04/30/2024","722.90","725.51","725.51","717.10","1.73M","-0.47%"
"04/29/2024","726.33","729.53","732.25","720.22","1.53M","-0.39%"
"04/26/2024","729.18","715.00","730.95","715.00","1.52M","1.01%"
"04/25/2024","721.86","727.29","727.29","714.41","1.61M","-0.28%"
"04/24/2024","723.89","719.71","725.43","716.09","1.21M","0.17%"
"04/23/2024","722.68","719.03","724.27","716.30","1.18M","1.01%"
"04/22/2024","715.46","714.86","718.26","706.17","1.44M","0.84%"
"04/19/2024","709.51","713.03","714.87","702.00","2.19M","-0.24%"
"04/18/2024","711.25","715.19","718.95","709.57","1.85M","-0.55%"
"04/17/2024","715.19","723.00","723.80","711.00","1.38M","-0.11%"
"04/16/2024","715.97","718.30","722.50","712.13","1.41M","-0.32%"
"04/15/2024","718.28","735.43","741.00","717.95","1.81M","-1.78%"
"04/12/2024","731.31","728.00","732.90","726.54","1.48M","-0.14%"
"04/11/2024","732.35","731.50","733.79","724.15","2.11M","1.35%"
"04/10/2024","722.58","711.00","723.98","708.95","1.83M","0.56%"
"04/09/2024","718.59","716.24","719.05","706.97","1.39M","0.95%"
"04/08/2024","711.81","713.51","716.14","710.87","1.46M","-0.27%"
"04/05/2024","713.72","706.04","716.89","706.02","1.55M","1.25%"
"04/04/2024","704.88","708.77","717.13","704.22","2.25M","-0.11%"
"04/03/2024","705.69","709.98","710.81","697.27","3.21M","-0.79%"
"04/02/2024","711.30","720.00","720.00","708.40","2.33M","-1.38%"
"04/01/2024","721.24","731.76","733.27","720.20","1.60M","-1.55%"
"03/28/2024","732.63","733.85","734.90","728.32","1.71M","0.08%"
"03/27/2024","732.08","734.00","735.89","727.75","1.25M","0.15%"
"03/26/2024","730.98","731.00","734.70","730.22","1.35M","0.00%"
"03/25/2024","730.96","731.00","734.16","726.74","1.60M","-0.52%"
"03/22/2024","734.80","744.43","744.79","734.38","1.79M","-1.05%"
"03/21/2024","742.56","743.50","752.31","741.10","2.11M","0.25%"
"03/20/2024","740.72","731.00","742.09","729.13","1.40M","1.17%"
"03/19/2024","732.17","731.79","735.35","730.02","1.32M","0.09%"
"03/18/2024","731.54","726.10","733.34","726.02","1.60M","0.81%"
"03/15/2024","725.63","732.52","732.52","723.22","3.39M","-0.86%"
"03/14/2024","731.95","738.33","740.68","728.99","1.83M","-0.31%"
"03/13/2024","734.20","735.00","736.50","726.58","2.27M","-0.36%"
"03/12/2024","736.88","717.08","740.05","716.91","3.73M","3.19%"
"03/11/2024","714.08","719.81","720.00","711.01","3.76M","-1.58%"
"03/08/2024","725.56","756.05","756.22","725.10","8.59M","-7.64%"
"03/07/2024","785.59","779.11","787.08","777.01","4.19M","1.60%"
"03/06/2024","773.24","764.84","775.16","763.66","2.40M","1.75%"
"03/05/2024","759.95","768.42","769.27","756.90","2.35M","0.10%"
"03/04/2024","759.18","755.08","764.74","753.67","2.13M","1.30%"
"03/01/2024","749.44","740.44","751.38","739.25","1.68M","0.75%"
"02/29/2024","743.89","751.42","752.56","742.99","3.36M","-0.54%"
"02/28/2024","747.96","743.21","751.88","743.21","1.36M","0.44%"
"02/27/2024","744.71","746.00","746.64","741.33","1.47M","-0.09%"
"02/26/2024","745.35","742.00","746.78","739.00","1.71M","1.01%"
"02/23/2024","737.93","740.12","742.51","737.12","1.27M","0.48%"
"02/22/2024","734.40","725.85","736.05","725.85","1.80M","1.57%"
"02/21/2024","723.02","725.69","728.79","720.27","1.57M","-0.37%"
"02/20/2024","725.69","728.03","734.96","723.71","2.41M","0.23%"
"02/16/2024","723.99","721.99","729.06","718.50","1.76M","-0.07%"
"02/15/2024","724.51","721.49","726.03","718.28","1.26M","0.32%"
"02/14/2024","722.18","716.00","722.55","711.07","1.47M","1.11%"
"02/13/2024","714.25","721.39","721.78","709.04","1.95M","-1.13%"
"02/12/2024","722.41","723.52","723.80","715.30","1.57M","-0.14%"
"02/09/2024","723.40","725.14","725.53","720.12","1.43M","-0.10%"
"02/08/2024","724.16","723.89","728.17","720.66","1.92M","0.61%"
"02/07/2024","719.78","714.15","723.32","712.00","2.15M","1.26%"
"02/06/2024","710.79","711.23","712.72","704.34","1.92M","-0.05%"
"02/05/2024","711.16","710.64","712.86","705.67","2.28M","0.24%"
"02/02/2024","709.48","703.34","714.28","702.26","2.38M","0.71%"
"02/01/2024","704.48","694.00","705.30","691.50","2.04M","1.38%"
"01/31/2024","694.88","701.32","705.52","693.04","1.93M","-0.84%"
"01/30/2024","700.74","692.94","702.65","690.80","1.61M","0.97%"
"01/29/2024","694.01","689.90","694.13","686.26","2.22M","1.04%"
"01/26/2024","686.88","680.08","687.24","679.50","1.83M","1.03%"
"01/25/2024","679.90","686.50","686.50","675.96","2.75M","-0.96%"
"01/24/2024","686.51","689.00","689.97","683.12","1.95M","-0.16%"
"01/23/2024","687.59","690.72","691.63","684.63","2.21M","-0.71%"
"01/22/2024","692.51","695.43","698.66","690.52","2.45M","-0.35%"
"01/19/2024","694.97","688.50","696.13","682.66","2.27M","1.11%"
"01/18/2024","687.31","682.83","687.72","680.21","1.90M","0.46%"
"01/17/2024","684.19","680.50","684.87","679.19","1.79M","0.40%"
"01/16/2024","681.49","683.24","686.52","678.16","1.63M","-0.26%"
"01/12/2024","683.24","677.50","683.72","676.11","2.39M","1.43%"
"01/11/2024","673.58","671.00","674.51","667.64","1.67M","0.12%"
"01/10/2024","672.76","669.56","673.83","669.01","1.80M","0.84%"
"01/09/2024","667.18","658.88","667.29","658.26","1.89M","0.83%"
"01/08/2024","661.69","655.81","662.08","654.03","2.25M","0.87%"
"01/05/2024","656.01","656.18","659.65","652.24","2.23M","1.18%"
"01/04/2024","648.35","642.08","649.90","640.51","2.17M","0.57%"
"01/03/2024","644.69","651.21","655.45","643.10","2.61M","-0.92%"
"01/02/2024","650.65","655.58","657.80","649.50","2.66M","-1.43%"
"12/29/2023","660.08","661.00","663.18","657.16","1.95M","-0.46%"
"12/28/2023","663.10","665.85","666.86","661.59","1.50M","-0.55%"
"12/27/2023","666.80","662.70","668.58","660.40","1.88M","1.09%"
"12/26/2023","659.62","658.05","660.83","655.87","1.77M","0.45%"
"12/22/2023","656.67","653.15","658.30","651.19","1.64M","0.97%"
"12/21/2023","650.37","651.05","652.50","644.79","2.39M","0.63%"
"12/20/2023","646.30","656.85","659.36","646.11","3.78M","-2.47%"
"12/19/2023","662.67","659.99","665.66","654.24","3.44M","-0.51%"
"12/18/2023","666.09","649.72","666.75","646.40","5.73M","3.40%"
"12/15/2023","644.17","627.24","647.16","626.26","8.81M","4.45%"
"12/14/2023","616.75","626.92","627.63","616.29","3.84M","-1.75%"
"12/13/2023","627.73","619.82","628.31","616.97","2.44M","1.99%"
"12/12/2023","615.50","613.49","615.69","609.35","2.37M","0.90%"
"12/11/2023","609.99","608.14","611.13","605.00","2.14M","2.14%"
"12/08/2023","597.20","595.07","599.97","594.22","1.50M","-0.03%"
"12/07/2023","597.37","596.44","598.73","592.87","1.69M","0.58%"
"12/06/2023","593.92","592.04","594.95","590.43","2.23M","0.34%"
"12/05/2023","591.89","585.22","595.34","583.76","2.35M","1.05%"
"12/04/2023","585.76","578.98","586.20","578.31","1.62M","0.47%"
"12/01/2023","582.99","580.09","583.09","577.46","1.48M","0.59%"
"11/30/2023","579.56","574.76","579.88","569.87","1.76M","0.83%"
"11/29/2023","574.79","581.97","581.98","574.36","1.32M","-1.03%"
"11/28/2023","580.79","580.00","584.14","578.27","1.29M","-0.15%"
"11/27/2023","581.67","579.35","586.60","579.24","1.63M","0.60%"
"11/24/2023","578.21","577.88","580.98","577.28","645.77K","0.39%"
"11/22/2023","575.98","573.80","578.00","573.31","1.07M","0.82%"
"11/21/2023","571.31","569.06","571.94","564.86","1.17M","0.60%"
"11/20/2023","567.89","564.50","569.37","564.50","1.62M","0.63%"
"11/17/2023","564.32","566.03","567.03","561.30","1.77M","-0.25%"
"11/16/2023","565.72","573.34","573.54","559.52","2.95M","-3.05%"
"11/15/2023","583.51","580.78","586.55","580.20","2.17M","1.01%"
"11/14/2023","577.66","568.80","578.40","568.29","2.04M","2.17%"
"11/13/2023","565.37","562.21","567.05","560.73","1.65M","0.19%"
"11/10/2023","564.29","555.27","565.04","552.38","1.91M","2.46%"
"11/09/2023","550.75","556.35","556.35","549.51","1.29M","-0.72%"
"11/08/2023","554.76","559.40","560.25","551.75","1.34M","-0.68%"
"11/07/2023","558.57","559.77","561.13","556.89","1.37M","0.25%"
"11/06/2023","557.15","548.03","559.92","547.68","2.06M","1.59%"
"11/03/2023","548.43","544.94","550.47","542.88","1.83M","0.89%"
"11/02/2023","543.61","544.13","547.07","539.74","2.10M","-0.15%"
"11/01/2023","544.42","542.66","546.02","537.43","1.74M","0.79%"
"10/31/2023","540.16","539.88","541.71","536.85","1.39M","-0.44%"
"10/30/2023","542.54","533.61","543.99","531.55","1.70M","2.18%"
"10/27/2023","530.96","535.42","535.84","528.22","1.50M","-0.83%"
"10/26/2023","535.42","537.43","542.33","533.40","1.93M","-0.43%"
"10/25/2023","537.76","536.35","541.52","533.48","1.76M","-0.34%"
"10/24/2023","539.57","539.82","543.63","537.11","1.68M","-0.08%"
"10/23/2023","540.01","541.82","544.54","534.48","1.78M","-0.12%"
"10/20/2023","540.64","553.94","554.07","539.74","2.30M","-2.25%"
"10/19/2023","553.05","560.94","563.05","551.57","2.02M","-1.57%"
"10/18/2023","561.86","561.15","564.46","559.28","1.31M","0.05%"
"10/17/2023","561.57","559.22","563.25","558.02","1.40M","0.37%"
"10/16/2023","559.52","557.02","561.33","555.88","1.43M","0.95%"
"10/13/2023","554.24","551.31","554.82","549.48","1.24M","0.54%"
"10/12/2023","551.24","555.42","556.49","549.88","1.46M","-0.31%"
"10/11/2023","552.95","552.29","553.90","547.74","1.45M","0.61%"
"10/10/2023","549.59","547.47","554.34","544.85","2.18M","0.56%"
"10/09/2023","546.54","542.66","547.30","537.56","1.78M","0.26%"
"10/06/2023","545.13","553.50","554.34","530.56","4.25M","-2.11%"
"10/05/2023","556.86","559.45","561.97","551.81","1.58M","-0.40%"
"10/04/2023","559.09","556.83","559.88","551.22","1.80M","1.20%"
"10/03/2023","552.48","558.40","563.38","550.49","2.01M","-1.10%"
"10/02/2023","558.61","555.28","559.03","551.46","1.83M","1.12%"
"09/29/2023","552.40","557.33","558.29","548.23","1.89M","-0.65%"
"09/28/2023","555.99","551.53","559.46","551.53","2.19M","0.91%"
"09/27/2023","551.00","535.21","553.90","532.62","4.59M","1.91%"
"09/26/2023","540.66","546.72","548.89","539.73","2.43M","-1.01%"
"09/25/2023","546.20","547.05","548.79","542.40","1.31M","0.01%"
"09/22/2023","546.17","542.82","550.45","542.44","1.53M","0.63%"
"09/21/2023","542.74","551.53","552.02","541.96","1.69M","-1.55%"
"09/20/2023","551.29","551.80","556.56","550.15","1.31M","-0.09%"
"09/19/2023","551.80","549.15","552.76","546.99","1.15M","0.29%"
"09/18/2023","550.21","545.77","551.65","545.07","1.00M","1.14%"
"09/15/2023","543.99","552.76","552.94","543.19","2.95M","-1.49%"
"09/14/2023","552.21","552.25","554.10","547.79","1.26M","0.90%"
"09/13/2023","547.31","545.89","547.98","542.28","1.16M","0.17%"
"09/12/2023","546.37","546.84","547.94","543.81","1.06M","0.00%"
"09/11/2023","546.36","540.52","546.95","539.59","1.39M","1.38%"
"09/08/2023","538.93","536.86","540.10","535.91","1.08M","0.47%"
"09/07/2023","536.42","536.45","538.74","532.18","1.34M","0.35%"
"09/06/2023","534.53","529.67","536.48","528.17","1.48M","0.36%"
"09/05/2023","532.62","533.60","536.98","531.90","1.71M","0.09%"
"09/01/2023","532.15","540.77","541.17","528.62","1.44M","-0.92%"
"08/31/2023","537.07","527.99","539.92","527.99","2.09M","1.29%"
"08/30/2023","530.20","530.66","532.32","527.32","1.29M","-0.09%"
"08/29/2023","530.70","522.46","530.99","522.46","1.47M","1.23%"
"08/28/2023","524.27","524.08","525.10","521.27","945.78K","0.41%"
"08/25/2023","522.14","521.06","523.87","518.76","1.51M","0.43%"
"08/24/2023","519.89","527.30","528.97","519.02","1.59M","-1.69%"
"08/23/2023","528.83","526.98","529.14","524.32","1.30M","0.46%"
"08/22/2023","526.40","529.91","529.91","525.55","1.29M","-0.89%"
"08/21/2023","531.13","531.77","533.03","524.38","2.08M","-0.32%"
"08/18/2023","532.82","534.76","537.25","531.03","1.88M","-0.40%"
"08/17/2023","534.95","547.03","547.96","532.96","1.94M","-2.14%"
"08/16/2023","546.62","549.21","552.39","546.30","1.34M","0.10%"
"08/15/2023","546.09","548.58","552.59","545.79","1.12M","-0.53%"
"08/14/2023","548.99","552.21","555.09","547.98","1.25M","-0.26%"
"08/11/2023","550.44","547.89","552.44","546.60","1.04M","0.26%"
"08/10/2023","549.01","550.68","556.55","548.23","1.11M","0.32%"
"08/09/2023","547.26","545.57","549.59","544.43","1.47M","0.64%"
"08/08/2023","543.75","545.59","546.47","539.57","1.02M","-0.41%"
"08/07/2023","545.99","542.65","547.12","542.65","1.02M","1.15%"
"08/04/2023","539.77","548.59","548.81","539.15","1.14M","-1.01%"
"08/03/2023","545.29","541.22","547.89","539.94","1.46M","0.97%"
"08/02/2023","540.07","539.98","544.26","538.77","1.64M","-0.56%"
"08/01/2023","543.12","548.16","550.36","542.21","1.45M","-0.93%"
"07/31/2023","548.20","550.48","551.74","546.62","1.37M","-0.47%"
"07/28/2023","550.79","552.03","555.18","550.11","1.37M","0.27%"
"07/27/2023","549.34","555.10","558.46","548.14","1.49M","-0.77%"
"07/26/2023","553.58","552.94","555.40","550.89","1.31M","0.17%"
"07/25/2023","552.62","554.17","554.93","551.75","1.60M","0.22%"
"07/24/2023","551.39","545.59","553.97","543.52","2.09M","1.09%"
"07/21/2023","545.46","546.74","549.55","545.06","5.26M","0.16%"
"07/20/2023","544.58","541.50","548.59","541.40","1.73M","0.51%"
"07/19/2023","541.79","542.15","543.53","539.75","1.26M","0.09%"
"07/18/2023","541.28","540.38","542.66","537.17","1.78M","0.11%"
"07/17/2023","540.66","534.04","541.89","533.96","1.91M","1.15%"
"07/14/2023","534.54","526.73","534.70","526.14","1.83M","1.53%"
"07/13/2023","526.48","525.84","527.13","520.94","1.65M","0.08%"
"07/12/2023","526.04","520.17","528.10","519.30","1.96M","1.58%"
"07/11/2023","517.86","515.77","518.96","514.45","1.26M","0.50%"
"07/10/2023","515.29","513.39","519.34","513.39","1.96M","0.37%"
"07/07/2023","513.38","522.02","524.53","512.96","2.74M","-2.29%"
"07/06/2023","525.42","526.90","528.29","524.65","1.75M","-0.69%"
"07/05/2023","529.10","529.19","533.91","525.55","1.63M","0.02%"
"07/03/2023","529.01","525.30","529.05","522.46","951.40K","0.49%"
"06/30/2023","526.41","522.29","527.56","521.76","2.22M","1.26%"
"06/29/2023","519.87","518.78","520.61","517.19","1.12M","-0.21%"
"06/28/2023","520.95","517.22","521.63","516.86","1.25M","0.47%"
"06/27/2023","518.54","511.03","520.57","510.49","1.67M","1.32%"
"06/26/2023","511.78","512.74","513.20","509.67","1.28M","-0.19%"
"06/23/2023","512.78","511.50","513.72","507.79","1.43M","0.05%"
"06/22/2023","512.54","509.11","513.01","508.12","1.11M","0.88%"
"06/21/2023","508.07","506.39","510.04","505.05","1.27M","-0.02%"
"06/20/2023","508.14","510.34","511.27","506.62","1.68M","-0.75%"
"06/16/2023","512.01","518.31","518.63","511.01","3.15M","-1.05%"
"06/15/2023","517.41","517.24","519.45","514.95","1.87M","0.38%"
"06/14/2023","515.48","513.33","516.12","511.51","1.84M","0.99%"
"06/13/2023","510.41","510.41","511.32","506.39","1.20M","0.20%"
"06/12/2023","509.39","505.78","509.68","504.53","1.41M","0.71%"
"06/09/2023","505.78","506.67","510.45","504.04","1.29M","-0.54%"
"06/08/2023","508.53","501.10","508.72","501.10","1.53M","1.73%"
"06/07/2023","499.86","503.07","507.74","499.22","1.78M","-0.97%"
"06/06/2023","504.78","506.73","507.10","501.36","1.41M","-0.38%"
"06/05/2023","506.73","501.19","507.38","500.64","2.02M","1.10%"
"06/02/2023","501.19","498.97","506.97","498.07","2.28M","0.00%"
"06/01/2023","501.20","498.01","502.32","490.94","2.41M","0.20%"
"05/31/2023","500.19","497.55","502.44","493.72","3.32M","0.69%"
"05/30/2023","496.73","498.45","503.35","490.44","2.54M","0.15%"
"05/26/2023","495.98","474.85","499.39","473.36","5.30M","4.26%"
"05/25/2023","475.73","469.53","477.68","466.15","3.42M","0.79%"
"05/24/2023","472.03","476.42","476.42","470.22","1.60M","-0.44%"
"05/23/2023","474.09","476.34","476.34","472.23","1.80M","-1.42%"
"05/22/2023","480.93","485.95","485.95","477.68","1.94M","-0.94%"
"05/19/2023","485.48","488.29","488.29","482.94","1.64M","-0.32%"
"05/18/2023","487.02","483.99","487.51","483.09","2.30M","0.63%"
"05/17/2023","483.99","486.93","486.94","480.96","2.07M","-0.23%"
"05/16/2023","485.12","488.88","489.17","483.31","1.23M","-1.17%"
"05/15/2023","490.88","492.80","493.77","487.77","1.14M","-0.40%"
"05/12/2023","492.86","491.98","494.78","490.06","1.47M","0.43%"
"05/11/2023","490.73","488.40","491.82","486.49","1.05M","0.45%"
"05/10/2023","488.55","490.79","493.74","484.09","1.26M","-0.23%"
"05/09/2023","489.65","485.91","490.58","485.35","1.57M","0.35%"
"05/08/2023","487.96","486.31","489.13","484.68","1.02M","0.00%"
"05/05/2023","487.96","482.23","488.30","482.02","1.71M","1.78%"
"05/04/2023","479.44","478.07","479.99","475.13","1.49M","0.06%"
"05/03/2023","479.16","485.56","487.69","478.77","1.43M","-0.96%"
"05/02/2023","483.81","483.99","484.66","478.92","1.94M","0.25%"
"05/01/2023","482.61","488.05","488.93","477.93","2.20M","-1.91%"
"04/28/2023","492.03","490.41","493.61","489.51","1.17M","0.39%"
"04/27/2023","490.12","483.83","491.09","483.83","1.36M","1.34%"
"04/26/2023","483.66","489.29","491.69","482.42","1.44M","-1.69%"
"04/25/2023","491.98","499.77","501.72","491.09","1.79M","-1.61%"
"04/24/2023","500.05","494.85","500.31","494.56","1.37M","1.00%"
"04/21/2023","495.09","498.04","499.29","494.22","1.51M","0.15%"
"04/20/2023","494.34","484.73","499.31","484.49","2.94M","1.93%"
"04/19/2023","485.00","486.08","486.92","482.85","1.10M","-0.18%"
"04/18/2023","485.85","485.07","486.57","483.13","1.34M","0.60%"
"04/17/2023","482.96","481.81","486.82","480.23","1.41M","0.54%"
"04/14/2023","480.38","485.16","489.24","479.26","1.68M","-1.32%"
"04/13/2023","486.82","482.52","487.36","479.41","1.60M","1.75%"
"04/12/2023","478.47","488.88","488.93","477.68","2.06M","-1.87%"
"04/11/2023","487.56","482.85","488.87","482.04","1.55M","0.98%"
"04/10/2023","482.85","473.14","482.92","470.95","1.65M","1.62%"
